id,Feature1,Feature2,CategoricalFeature,ClassLabel
1R6i8W,73,0.2,CategoryA,1
3uG0Op,89,0.5,CategoryC,1
qPs7oF,14,0.5,CategoryC,0
JEWqBm,66,0.7,CategoryC,1
R30NPl,79,0.1,CategoryB,0
f35IG1,41,0.4,CategoryD,1
XZ7H4G,76,0.2,CategoryA,1
z80IhK,98,0.0,CategoryB,0
05zdyA,92,0.8,CategoryA,1
0wPZdr,4,0.8,CategoryD,1
293ZBL,12,0.1,CategoryC,0
1BL2dS,81,0.7,CategoryD,1
FjJAyJ,4,0.4,CategoryA,0
bp1SxP,3,0.9,CategoryD,1
hON066,19,0.7,CategoryB,1
U2lDhh,47,0.2,CategoryA,0
q0C20c,30,0.9,CategoryC,1
c6327J,81,0.3,CategoryB,1
468QRV,47,0.1,CategoryD,0
4qtErn,48,0.1,CategoryC,0
Upx2dQ,36,0.8,CategoryD,1
Ku9N6u,63,0.2,CategoryA,0
59pz5j,75,0.4,CategoryB,1
8v0jJx,60,0.4,CategoryA,1
dBQvWr,65,0.8,CategoryD,1
63JOhY,56,0.1,CategoryD,0
Twa395,4,0.7,CategoryB,1
JVY4yw,2,0.8,CategoryD,1
lG98KS,100,0.3,CategoryA,1
w9oL56,51,0.5,CategoryC,1
4Hlt10,100,0.9,CategoryB,1
R057bl,95,0.0,CategoryC,0
7meUPN,78,0.9,CategoryB,1
0zMbwH,11,0.8,CategoryB,1
qUDWDW,88,0.7,CategoryD,1
UBx91G,4,0.6,CategoryB,0
BYA2Ge,51,0.6,CategoryA,1
hC059I,92,0.2,CategoryD,1
vsG7ro,53,0.1,CategoryB,0
1E5qZ9,21,0.9,CategoryB,1
X80H4j,3,0.9,CategoryC,1
E731RM,73,0.5,CategoryB,1
gpqt52,60,0.5,CategoryA,1
e7X6I9,78,0.8,CategoryA,1
5H1957,25,1.0,CategoryA,1
76J6Of,91,0.4,CategoryB,1
H4IU0U,2,1.0,CategoryC,1
J3xyK3,41,0.4,CategoryD,1
uzbQ3O,36,0.7,CategoryA,1
tPCA5k,54,0.0,CategoryA,0
WNwgMi,30,0.8,CategoryB,1
l06785,67,,CategoryB,
2gvZg9,44,0.1,CategoryD,0
S2uQDm,95,0.0,CategoryB,0
RMG755,98,0.6,CategoryB,1
9vgI5j,29,0.1,CategoryD,0
qVXC3N,100,0.3,CategoryA,1
7u8iQ4,99,0.7,CategoryD,1
2lkZhM,9,0.2,CategoryC,0
L64GnZ,58,0.7,CategoryA,1
QbL41f,34,0.5,CategoryC,1
ZouN49,33,0.8,CategoryD,1
e3i55Y,73,0.5,CategoryA,1
45IyGD,80,0.3,CategoryC,1
NVcAc9,8,,CategoryB,
9r49TN,86,0.9,CategoryA,1
hZ3E08,91,1.0,CategoryD,1
BzpXgA,11,0.6,CategoryB,1
KFe595,29,0.4,CategoryA,0
a2Wi2k,51,0.1,CategoryD,0
BK3Ib5,23,1.0,CategoryC,1
YF8V4O,32,0.6,CategoryC,1
wWP0zN,96,0.8,CategoryA,1
Lq9gl3,4,0.5,CategoryC,0
c80eDh,62,0.3,CategoryA,1
TA5Dcg,6,0.6,CategoryA,0
bhqYc6,32,0.4,CategoryB,0
uuA2vP,50,0.8,CategoryD,1
9KeCTR,4,0.1,CategoryB,0
N3F426,45,0.0,CategoryC,0
ICy36h,81,,CategoryC,
2ZHR5M,79,0.5,CategoryA,1
v0493c,56,0.6,CategoryD,1
4yJzD6,52,0.5,CategoryC,1
f0cyd2,80,0.1,CategoryA,0
ZUl3KI,83,,CategoryB,
B91HF0,34,1.0,CategoryA,1
lCki84,66,0.8,CategoryA,1
4kr6r6,54,0.8,CategoryA,1
v7k433,100,0.8,CategoryA,1
shqowl,76,0.7,CategoryA,1
7iVZ3O,34,0.6,CategoryA,1
VAg21Y,49,,CategoryD,
6853tG,15,,CategoryA,
tDdGI9,52,0.7,CategoryC,1
6h5u06,50,0.2,CategoryC,0
51Q0NI,90,0.0,CategoryB,0
a6ifGz,79,0.9,CategoryA,1
o9Yi1B,83,0.4,CategoryA,1
Cv85GB,99,0.5,CategoryD,1
qbxzvR,48,0.1,CategoryD,0
hHlnDK,43,0.9,CategoryB,1
3Gs9v8,5,0.9,CategoryA,1
5PqNqN,99,0.1,CategoryB,1
1DN8pP,31,0.1,CategoryD,0
3ggcJ1,53,,CategoryB,
o95t6H,66,,CategoryA,
CQKq8c,87,0.6,CategoryA,1
o9b8p5,58,0.4,CategoryC,1
8hNLwr,4,0.2,CategoryA,0
g7wc98,66,0.6,CategoryC,1
KAwxve,64,0.8,CategoryA,1
G0Xyq9,11,0.4,CategoryB,0
QddYgR,91,0.9,CategoryA,1
fv3D35,57,0.8,CategoryD,1
g83b0F,71,0.5,CategoryA,1
9CaZ3y,14,0.2,CategoryA,0
53080H,87,1.0,CategoryA,1
hxp7wT,95,0.5,CategoryB,1
7j0O3K,50,0.8,,1
485KL1,90,0.9,CategoryB,1
1O4my6,62,,CategoryB,
hQjGJL,97,1.0,CategoryA,1
z8O6rJ,42,0.0,CategoryA,0
H9TRdu,77,0.1,CategoryA,0
z2526Z,25,0.4,CategoryD,0
R9snVw,12,0.7,CategoryA,1
S1P3ir,58,0.0,CategoryA,0
6t4d60,63,0.9,CategoryC,1
w5Z9BJ,89,0.7,CategoryB,1
UhTP4j,77,0.8,CategoryD,1
8y50C2,8,0.3,CategoryA,0
pEi96v,10,0.6,CategoryC,0
40bZ78,4,1.0,CategoryD,1
sgXoX6,98,0.2,CategoryA,1
f8l15e,54,0.8,CategoryA,1
oRu6f8,68,0.4,CategoryC,1
r6Sp5W,4,0.8,CategoryC,1
bM61V9,6,0.4,CategoryA,0
lDV26R,21,0.8,CategoryB,1
wjGnpv,72,0.1,CategoryC,0
wM4t7G,42,0.5,CategoryB,1
D71lQ1,4,0.8,CategoryC,1
xVDk0i,94,0.7,CategoryA,1
NF6H3o,8,0.3,CategoryC,0
yUz72n,5,0.5,CategoryA,0
Qf5C57,47,0.6,CategoryC,1
eBH2a8,33,0.4,CategoryB,0
7HuvUB,53,0.1,CategoryA,0
42inCV,41,0.6,CategoryD,1
L8J3D2,69,0.7,CategoryC,1
c94w6D,69,0.0,CategoryD,0
916lY7,31,0.3,CategoryA,0
N02oO2,9,0.2,CategoryA,0
4oK863,84,0.8,CategoryC,1
uBpneT,0,0.6,CategoryB,0
48WPBu,14,0.3,CategoryC,0
77Qy35,41,,CategoryD,
AXi2yB,7,0.9,CategoryD,1
VyZi9o,3,0.2,CategoryA,0
RwUGS2,88,0.7,,1
4UUmM4,55,0.3,CategoryA,0
XDTc3o,60,0.3,CategoryD,1
a7VCY5,47,0.1,CategoryB,0
jMMPaP,22,0.2,CategoryB,0
sLQg6i,52,0.6,CategoryD,1
Ln128w,60,0.5,CategoryC,1
J13887,1,0.3,CategoryA,0
YkPu88,14,0.9,CategoryC,1
Eb7QS8,1,0.4,CategoryC,0
5Ey97Y,73,,CategoryC,
mk7I19,29,0.7,CategoryA,1
7ur2LO,6,0.5,CategoryC,0
71d578,56,0.2,CategoryC,0
IGTShy,70,0.7,CategoryA,1
Q5zodT,64,0.4,CategoryA,1
pf2r2H,43,0.9,CategoryA,1
mS3wcN,81,0.2,CategoryC,1
zBttRa,56,0.5,CategoryA,1
RYn2ng,34,1.0,CategoryB,1
PtfWIL,4,0.1,CategoryA,0
kIDRB6,64,,CategoryA,
OwCi1Y,53,0.4,CategoryD,1
732EE3,71,0.0,CategoryA,0
y2Plni,41,0.8,CategoryB,1
v6X433,30,0.2,CategoryB,0
G0NS8b,29,0.7,CategoryB,1
j1e8zG,16,1.0,CategoryB,1
0vzm6A,95,,CategoryB,
8L6K3D,36,1.0,CategoryD,1
k9n665,1,0.7,CategoryA,1
MOvgiZ,96,0.6,CategoryD,1
0n9w7M,62,0.8,CategoryA,1
QntGq5,86,1.0,CategoryD,1
881C65,53,0.4,CategoryA,1
v4m1Rf,84,0.9,CategoryB,1
KA6JQh,35,0.3,CategoryA,0
34Av51,25,0.9,CategoryB,1
V4alDS,74,0.8,CategoryA,1
6MSPpm,28,0.7,CategoryA,1
7q7v63,18,0.7,CategoryB,1
Od156W,88,0.3,CategoryC,1
hWL2az,72,0.3,CategoryA,1
6gXe91,46,1.0,CategoryA,1
htX986,84,0.5,CategoryD,1
7IA44q,9,0.4,CategoryA,0
WJX60V,5,0.5,CategoryA,0
pfDEFb,8,0.1,CategoryD,0
ubTxrn,98,0.9,CategoryB,1
Rlu033,11,0.4,CategoryC,0
XfWjOP,100,0.4,CategoryB,1
laX7MN,92,0.6,CategoryA,1
VIFtd7,58,,CategoryC,
NdX2uq,100,0.4,CategoryB,1
2w2Yac,78,0.2,CategoryB,1
XkQrI2,90,0.8,,1
MygALU,54,0.0,CategoryD,0
ia49g8,27,0.5,CategoryA,1
HTYgTx,36,0.3,CategoryA,0
flE6RQ,9,0.6,,0
Jz0G9A,0,0.4,CategoryA,0
hvT5v6,11,0.1,CategoryD,0
Y3JUBz,61,,CategoryD,
S4A241,45,0.3,CategoryC,0
B20Ni7,71,0.7,CategoryD,1
0ba558,39,0.5,CategoryC,1
5hODnS,72,0.6,CategoryD,1
tm97B2,7,0.3,CategoryA,0
2cNnVC,9,0.6,CategoryD,0
3s07E7,45,,CategoryD,
Q0IzPi,9,0.5,CategoryC,0
J10wL2,64,0.8,CategoryC,1
TH02VS,2,0.9,,1
pSo19r,50,0.7,CategoryD,1
Q1CQU2,63,0.1,CategoryC,0
Z5Su67,59,0.6,CategoryD,1
LBJDoC,53,,CategoryD,
pv646T,89,0.3,CategoryB,1
v52F4W,15,0.1,CategoryD,0
zpnd5J,9,0.7,CategoryC,1
p4WkHb,79,0.7,CategoryA,1
wxi6z4,66,0.5,CategoryB,1
y554O9,82,0.6,CategoryA,1
743G2C,80,0.5,CategoryA,1
2o4f69,5,0.3,CategoryA,0
Ebg68o,83,0.7,CategoryD,1
DNLvJ8,40,0.8,,1
39vkck,28,0.2,CategoryC,0
86LE19,54,,CategoryC,
9pP51N,68,0.2,CategoryC,0
5zPePU,58,0.3,CategoryA,1
f93Tzn,38,,CategoryA,
fHVI71,65,0.7,CategoryD,1
eAissl,53,0.0,CategoryD,0
9o92a8,69,0.3,CategoryA,1
0Fb4kr,24,0.5,CategoryB,0
zF69V8,62,0.5,CategoryD,1
JJ61fo,29,,CategoryA,
f23XKo,25,0.2,CategoryB,0
u8s673,88,0.9,CategoryA,1
Qf4Wu2,8,0.5,CategoryC,0
763Im2,14,0.7,CategoryD,1
23UsN2,53,0.8,CategoryC,1
mCHcPh,76,0.6,CategoryD,1
nUPZg0,85,0.8,CategoryD,1
2xfrNT,81,0.6,CategoryB,1
77fLGy,51,0.3,CategoryA,0
9vIx7m,65,0.9,CategoryB,1
IR5q7L,1,0.4,CategoryA,0
6p4NOz,84,0.1,CategoryC,0
zY9gDi,100,,CategoryC,
eaNt2D,45,0.7,CategoryD,1
l4R2eL,48,1.0,CategoryC,1
bkx46k,2,0.8,CategoryC,1
PQVX99,62,0.8,CategoryC,1
K20Y9D,35,0.0,CategoryA,0
Gq4rgn,80,0.9,CategoryA,1
lsE1F3,45,,CategoryB,
x01ndo,8,0.8,CategoryA,1
p0ZqVo,49,,CategoryA,
uofmyU,60,0.5,CategoryC,1
I1TTZG,69,0.6,CategoryC,1
j9qH49,9,0.7,CategoryD,1
L1V42N,25,0.8,CategoryC,1
5b63sF,30,0.1,CategoryC,0
Tk9vU0,12,0.4,CategoryD,0
Z7KrB5,86,0.2,CategoryA,1
Y764pE,45,0.1,CategoryB,0
IQcc5h,67,0.2,CategoryB,0
r7JIws,82,0.0,CategoryB,0
q2Dx5v,17,0.2,CategoryB,0
g80QDZ,94,0.6,CategoryC,1
L0e19i,24,0.9,CategoryA,1
JF4AjY,6,1.0,CategoryC,1
06n2vK,26,0.2,CategoryB,0
8H63Ya,66,0.2,CategoryA,0
q4156G,81,0.4,CategoryC,1
75H9q7,27,0.4,CategoryD,0
Ni1pMX,11,0.4,CategoryD,0
eXr4bm,71,0.8,CategoryA,1
OooMw7,66,0.7,CategoryD,1
9UC9w2,82,0.4,CategoryC,1
d24xtU,58,0.7,CategoryB,1
IAsl0i,45,0.2,CategoryC,0
NZM25g,68,0.6,CategoryA,1
M6t5W9,58,0.7,CategoryA,1
73H1cL,83,1.0,CategoryA,1
UtrfKA,23,0.2,CategoryB,0
0QQGB4,87,0.1,CategoryB,1
R0uR9c,9,0.9,CategoryC,1
SNYQ52,36,0.6,CategoryA,1
NkFWK9,96,0.6,CategoryD,1
fsK0nI,37,0.1,CategoryB,0
IT6tZ6,48,0.1,CategoryB,0
zxXzS6,39,0.8,CategoryD,1
H2l5DT,27,1.0,CategoryA,1
64TriD,63,0.3,CategoryD,1
KW4FXp,81,0.9,CategoryA,1
TYH18E,30,0.6,CategoryB,1
hJtJ3u,19,0.4,CategoryD,0
LGOFp5,47,0.0,,0
01X73B,15,0.4,CategoryC,0
xHeN22,28,0.6,CategoryA,1
8Jb45J,58,0.1,CategoryC,0
3WIZT2,64,0.1,CategoryD,0
zwTfW5,47,0.1,,0
GLs7Ed,85,0.1,CategoryB,0
kvt679,43,0.2,CategoryA,0
RE9Beq,86,0.5,CategoryB,1
B51uC8,87,0.0,CategoryD,0
WgDH2B,10,0.4,CategoryD,0
9SmEkK,82,0.9,CategoryC,1
0OQ5i7,55,0.8,CategoryD,1
Z0Dd6P,32,1.0,CategoryB,1
4JqYb8,14,0.4,CategoryD,0
hLfTM7,45,0.1,CategoryD,0
6iWz32,81,0.6,CategoryC,1
u3rivX,70,0.5,CategoryC,1
bvW8qW,21,0.6,CategoryB,1
305Tl7,75,0.7,CategoryB,1
eC3u4Q,28,0.7,CategoryB,1
h0N9xn,89,,CategoryA,
b19RE7,91,0.2,CategoryB,1
H4b9dp,40,0.1,CategoryA,0
Xr84y6,36,0.2,CategoryB,0
3V9Ltq,55,0.7,,1
XmZn1N,51,0.3,CategoryB,0
QZFuGn,14,0.7,CategoryB,1
v6T1f3,64,0.7,CategoryD,1
zP98YF,7,0.4,CategoryA,0
vuH1EH,31,0.1,CategoryA,0
BGR9aj,79,0.5,CategoryC,1
fh2sX6,29,0.5,CategoryD,1
J3l8DV,36,0.7,CategoryA,1
1Cz8Dz,68,,CategoryD,
2Sb3p9,53,0.0,CategoryC,0
08g1SC,20,0.7,CategoryD,1
g3wZlm,66,0.9,CategoryB,1
RDpnx6,37,0.5,CategoryB,1
soQRw4,25,1.0,CategoryA,1
m1FNK5,47,0.4,CategoryD,1
h143FA,61,0.3,CategoryB,1
bs1adT,93,0.1,CategoryD,1
iHuhj4,95,0.2,CategoryA,1
0xyMaR,40,0.8,CategoryD,1
tAO3I9,0,0.5,CategoryB,0
gHc76Y,68,0.7,CategoryA,1
5AHwMH,31,0.6,CategoryD,1
MkJn0w,90,1.0,CategoryC,1
3p4J5s,26,0.7,CategoryA,1
H0o1fB,7,0.9,CategoryA,1
280Zvd,95,0.0,CategoryB,0
byN8xi,66,0.0,CategoryD,0
PtIT91,24,0.0,CategoryA,0
1t3W6j,31,1.0,CategoryC,1
jJy1Ah,96,1.0,CategoryB,1
48W00f,4,0.2,CategoryA,0
8kF204,59,0.7,CategoryC,1
ga2tjo,72,0.5,CategoryA,1
N5jPU8,29,0.9,CategoryA,1
41w7a7,63,0.1,CategoryA,0
596ZH0,57,,CategoryD,
MDJuaH,66,0.9,CategoryA,1
72iytQ,48,1.0,CategoryD,1
G3iioP,90,0.2,CategoryC,1
BrNYYF,56,0.2,CategoryA,0
PE8aX7,76,0.3,CategoryC,1
8xdz16,7,0.0,CategoryA,0
A68wBw,33,0.3,CategoryD,0
94G5c9,57,,,
g8nakO,1,0.5,CategoryA,0
JtvXb8,98,0.4,CategoryB,1
K11RjV,50,0.0,CategoryB,0
64HK3x,76,1.0,,1
51Ix6A,70,0.8,CategoryD,1
21p62D,5,0.3,CategoryC,0
jN7Yus,12,0.4,CategoryB,0
10TgET,91,0.1,CategoryD,1
5c627U,84,0.9,CategoryC,1
3fj4BE,36,,CategoryD,
JjgAkP,39,0.0,CategoryD,0
DA09jB,5,0.8,CategoryD,1
W069Z9,98,0.0,CategoryA,0
E74sgn,77,0.8,CategoryB,1
jS1GR7,72,0.5,CategoryB,1
5gj82X,93,0.3,CategoryC,1
twdX2k,0,1.0,CategoryA,1
YM5570,43,0.2,CategoryD,0
o4pyQh,15,0.5,CategoryC,0
sxD802,10,0.1,CategoryC,0
7CYDw8,10,0.6,CategoryD,0
jdIB0m,36,0.3,CategoryB,0
dBjs9x,60,0.0,CategoryA,0
r763c2,52,0.7,CategoryD,1
V9X4ts,96,0.5,CategoryD,1
iA7K6J,100,0.5,CategoryB,1
eOQHAh,0,0.9,CategoryC,1
3Xbd49,14,0.8,CategoryB,1
F96NL3,72,0.7,CategoryA,1
H106oW,7,0.5,CategoryC,0
Z4hWHP,90,0.5,CategoryD,1
ra2QI1,40,0.9,CategoryD,1
Ku0Q0Y,42,0.2,CategoryC,0
eZl7Bd,99,0.6,CategoryD,1
I6Z5BQ,3,0.9,CategoryB,1
22qLKs,54,0.2,CategoryD,0
3533zN,84,0.5,CategoryD,1
TRhfi6,58,0.4,CategoryD,1
59Rm1f,1,0.8,CategoryC,1
gxNycH,22,0.9,CategoryC,1
vj1I49,58,0.3,CategoryD,1
wBAtc5,7,0.6,CategoryD,0
Y19jmV,64,0.4,CategoryA,1
2w6ul4,46,0.4,CategoryC,1
805D7L,99,1.0,CategoryD,1
bwwpud,72,0.1,CategoryA,0
93eRWx,94,0.5,CategoryC,1
Ueq03t,25,0.6,CategoryB,1
5Wc1yY,12,0.4,CategoryB,0
F3rZp6,47,0.9,CategoryD,1
6THrHJ,46,0.4,CategoryD,1
Vc31b4,20,0.1,CategoryB,0
ojsnPz,12,0.5,CategoryA,0
dqexEn,77,0.2,CategoryD,1
oN6Kuf,0,0.3,CategoryB,0
knSK3E,6,0.4,CategoryC,0
eafkN7,100,0.9,CategoryC,1
4xm4NQ,15,0.4,CategoryC,0
YJb7gu,59,0.5,CategoryA,1
xU6QVp,2,0.7,CategoryA,1
01890Z,57,0.1,CategoryD,0
JVdz5E,45,0.3,CategoryB,0
3z18fc,72,0.6,,1
17u274,44,0.6,CategoryA,1
zqiEz5,68,0.6,CategoryB,1
I4qaYV,40,1.0,CategoryA,1
pvUUbs,70,0.3,CategoryC,1
b94621,81,0.2,CategoryB,1
BMitNM,30,0.2,CategoryC,0
1ag633,89,0.2,CategoryB,1
lckD74,54,0.4,CategoryC,1
5jCCtF,92,,CategoryD,
VvUNRd,57,0.7,CategoryD,1
o2lVDD,87,0.4,CategoryB,1
5m2WA4,97,0.5,CategoryB,1
V3iejD,39,0.2,CategoryD,0
N0cs8d,67,0.8,CategoryA,1
0Pg71G,50,0.4,CategoryC,1
4A4v5i,65,,CategoryA,
Tn7qg6,81,0.6,CategoryC,1
wlD1A8,26,0.3,CategoryA,0
2I8JKT,23,0.2,CategoryB,0
T1Y1OJ,98,0.9,CategoryA,1
7p7270,35,0.0,CategoryA,0
62061h,68,,CategoryC,
t8bFc7,71,0.5,CategoryC,1
PXxP6d,87,0.7,CategoryD,1
G86y2k,7,0.1,CategoryA,0
Z33uZ3,28,0.9,CategoryA,1
Dcd9KH,18,0.2,CategoryD,0
4VNlhF,78,0.2,CategoryD,1
YO8Q2D,31,0.4,CategoryA,0
nJxM3k,34,0.3,CategoryD,0
GbRsNI,36,0.3,CategoryC,0
Z26aV6,54,0.3,CategoryB,0
mJ711r,30,0.0,CategoryD,0
a4FAjz,55,0.1,CategoryD,0
thZrcg,66,0.1,CategoryC,0
iLnjph,13,0.3,CategoryA,0
7pP045,46,0.9,CategoryC,1
OdpZ4P,80,1.0,CategoryD,1
PY0jw2,19,0.1,CategoryD,0
2V9v9a,84,0.9,CategoryB,1
k22t5R,40,0.7,CategoryC,1
c54F3y,94,0.4,CategoryC,1
39QL7A,23,0.6,CategoryD,1
1ca3B6,26,1.0,,1
V71nSS,15,0.4,CategoryC,0
8ZXnI2,94,0.3,CategoryD,1
4pQQph,44,0.7,CategoryD,1
ojAnJh,18,0.8,CategoryC,1
Bk6ebY,1,0.6,CategoryC,0
B7KC04,82,0.2,CategoryA,1
cayg68,94,0.4,CategoryA,1
xikaqk,40,0.4,CategoryC,0
Bc42As,11,0.6,CategoryA,1
2w1Gi7,74,0.6,CategoryC,1
c1nB5o,19,0.1,CategoryC,0
Gi4h46,36,0.0,CategoryB,0
rCicac,92,0.0,CategoryB,0
q23kqY,49,0.3,CategoryB,0
JMOas0,61,0.4,CategoryA,1
7Ie89J,60,0.1,CategoryA,0
2tp0t6,68,,CategoryB,
346JnL,92,0.6,CategoryC,1
s83M95,18,0.1,CategoryB,0
C90lsd,18,0.3,CategoryB,0
dHSD20,38,0.0,CategoryB,0
9M4f05,92,0.8,CategoryD,1
1kkeW3,0,0.9,,1
rqV6e7,41,0.0,CategoryA,0
6nFHcC,62,0.7,CategoryC,1
037em6,87,,,
BB8n5w,14,0.4,CategoryC,0
Sd9fiG,15,0.5,CategoryD,0
uOIjzx,4,0.4,CategoryA,0
uUep9f,58,0.7,CategoryD,1
SrwUH1,19,0.6,CategoryA,1
ECrl0Z,99,0.4,CategoryC,1
O45171,20,,CategoryA,
T1Cd3t,19,0.0,CategoryD,0
N68AHO,5,0.2,CategoryA,0
h0BeVm,47,0.1,CategoryC,0
W12zN9,38,0.1,CategoryA,0
5Q787H,61,0.2,CategoryB,0
21iYP4,80,0.9,CategoryA,1
U66rRH,87,0.0,CategoryB,0
C1Vl3i,57,0.3,CategoryB,1
2XGQ12,86,0.4,CategoryB,1
OxVfxD,1,0.5,CategoryD,0
Np7rB9,16,0.6,CategoryC,1
zlEwMU,47,0.4,CategoryB,1
1m1XAK,65,0.9,CategoryA,1
80jtZ3,75,,CategoryB,
VZ2W7h,58,0.6,,1
2WPv9Z,42,0.5,CategoryC,1
ZmX45i,89,0.3,CategoryA,1
Rb9dbm,77,0.3,,1
6RMAW8,100,0.5,CategoryD,1
f21Ie7,5,0.5,CategoryD,0
82e7fC,34,0.8,CategoryD,1
